Customer ID,recency,frequency,average_order_value,CLTV_predicted
15044,19,896,17.72358259,15880.33
13199,3,203,77.3273399,15697.45
16191,2,232,67.47040948,15653.135
12949,30,715,21.71566434,15526.7
14769,2,1398,11.09736052,15514.11
14849,21,738,20.87752033,15407.61
12971,3,407,37.27103194,15169.31
15768,115,1208,12.49729305,15096.73
12454,56,40,368.1505,14726.02
16126,29,381,38.43727034,14644.6
14543,28,212,68.65957547,14555.83
17448,497,1115,13.025713,14523.67
15482,15,148,97.39391892,14414.3
16873,4,512,28.01029297,14341.27
14733,16,319,44.93777429,14335.15
18092,2,140,101.4706429,14205.89
13488,17,679,20.90272459,14192.95
15601,11,824,17.22298544,14191.74
16713,18,1266,11.14735387,14112.55
12714,9,696,20.24958333,14093.71
12476,15,514,27.40060311,14083.91
14299,8,335,42.00074627,14070.25
13178,26,687,20.46461426,14059.19
18223,4,576,24.30703125,14000.85
16333,7,45,310.3626667,13966.32
17589,60,1302,10.62821813,13837.94
15005,15,2387,5.76228739,13754.58
15382,14,632,21.73030063,13733.55
15093,18,316,43.36196203,13702.38
12435,79,112,122.0605357,13670.78
12583,2,446,30.47375561,13591.295
15291,25,244,55.36762295,13509.7
13629,23,87,153.688046,13370.86
16558,0,753,17.66814077,13304.11
12744,51,339,38.97510324,13212.56
16923,12,1083,12.14878116,13157.13
13097,32,1004,13.0002988,13052.3
13090,8,274,47.62310219,13048.73
15738,18,482,27.06082988,13043.32
18225,3,572,22.75314685,13014.8
14110,3,399,32.55125313,12987.95
13668,2,756,17.12761905,12948.48
14049,16,1061,12.15952875,12901.26
13952,217,409,31.35335208,12823.521
13969,7,1064,12.04910714,12820.25
13468,1,693,18.44772006,12784.27
16549,10,3093,4.132492726,12781.8
12437,1,563,22.52824156,12683.4
12451,10,511,24.78829746,12666.82
12989,3,97,130.3337629,12642.375
16161,1,1134,11.09352734,12580.06
17017,2,378,33.27246032,12576.99
14040,40,781,16.03560819,12523.81
17858,5,373,33.56206434,12518.65
14936,33,527,23.53850095,12404.79
17133,15,56,221.4741964,12402.555
12474,17,708,17.43600282,12344.69
14735,3,366,33.44306011,12240.16
15144,8,349,34.84329513,12160.31
15465,19,255,47.45254902,12100.4
15194,3,476,25.2489916,12018.52
14415,1,1234,9.705899514,11977.08
17044,25,149,80.28389262,11962.3
13458,7,485,24.65828866,11959.27
13854,8,178,67.10426966,11944.56
13050,14,984,12.12237805,11928.42
16814,14,767,15.54739244,11924.85
12481,22,380,31.35907895,11916.45
16523,1,371,32.11948787,11916.33
17338,17,1305,9.110597701,11889.33
14505,17,1575,7.534012698,11866.07
18226,44,528,22.37536932,11814.195
12705,15,599,19.63622705,11762.1
12567,22,556,21.12129496,11743.44
12901,8,116,100.4674569,11654.225
17364,0,904,12.88870575,11651.39
13004,11,815,14.29552147,11650.85
14426,23,604,19.28788079,11649.88
12683,4,487,23.88850103,11633.7
14739,4,244,47.24008197,11526.58
15218,10,396,28.96169192,11468.83
16258,45,344,33.24784884,11437.26
13680,1,646,17.67750774,11419.67
15023,3,958,11.89929019,11399.52
13418,11,537,21.19839851,11383.54
13102,1,481,23.65925156,11380.1
14016,161,448,25.33310268,11349.23
12668,11,536,21.03539179,11274.97
15555,12,1591,7.067196732,11243.91
12539,22,504,22.2514881,11214.75
13576,10,268,41.80070896,11202.59
13013,1,487,22.7873306,11097.43
12524,9,240,46.18422917,11084.215
18087,98,88,125.4171591,11036.71
14134,382,180,61.30716667,11035.29
15032,256,95,115.8952632,11010.05
18008,70,97,113.3441237,10994.38
13316,37,173,63.47040462,10980.38
15749,235,10,1091.274,10912.74
14045,109,37,294.1945946,10885.2
16033,5,1359,7.806335541,10608.81
13324,36,132,79.6475,10513.47
15290,4,292,35.94616438,10496.28
12431,35,390,26.74928205,10432.22
13027,113,85,122.4967059,10412.22
16985,17,243,42.64168724,10361.93
16984,88,1072,9.635727612,10329.5
15296,50,534,19.33151685,10323.03
16168,10,306,33.57728758,10274.65
14422,0,552,18.60782609,10271.52
17160,31,651,15.68227343,10209.16
15719,32,1770,5.760435028,10195.97
14796,1,1493,6.811339585,10169.33
18229,11,201,50.50004975,10150.51
15805,23,529,19.18512287,10148.93
18055,7,533,19.02934334,10142.64
15874,63,342,29.58578947,10118.34
16327,14,877,11.53245724,10113.965
17809,16,97,103.9782474,10085.89
13985,4,480,20.87679167,10020.86
13941,21,94,106.4674468,10007.94
15547,7,1332,7.512027027,10006.02
15694,0,143,69.77958042,9978.48
16182,72,51,195.522549,9971.65
14755,9,475,20.98850526,9969.54
16131,51,219,45.46767123,9957.42
12758,116,313,31.63974441,9903.24
16701,8,275,35.98174545,9894.98
14329,17,552,17.91235507,9887.62
12490,5,462,21.23285714,9809.58
13599,1,392,25.00512755,9802.01
16353,3,173,56.62115607,9795.46
17049,2,558,17.50252688,9766.41
13735,24,647,15.08928903,9762.77
14944,29,303,32.20643564,9758.55
14085,2,1045,9.302076555,9720.67
13018,16,603,16.04494196,9675.1
12839,2,554,17.44241877,9663.1
15502,15,330,29.2200303,9642.61
16782,10,1683,5.725561497,9636.12
14828,196,101,95.1010396,9605.205
17315,1,747,12.81542169,9573.12
14063,438,40,238.6345,9545.38
17811,4,1152,8.263715278,9519.8
13999,10,466,20.39111588,9502.26
17504,206,342,27.74903509,9490.17
14146,8,456,20.72434211,9450.3
14439,319,129,73.20186047,9443.04
18260,172,410,23.00278049,9431.14
13267,2,411,22.94357664,9429.81
18109,1,654,14.40888379,9423.41
17230,264,217,43.26493088,9388.49
15981,24,288,32.50961806,9362.77
13162,122,238,38.97264706,9275.49
15249,31,502,18.45217131,9262.99
14367,8,521,17.71174664,9227.82
14101,73,90,102.514,9226.26
14292,7,193,47.80440415,9226.25
12590,211,68,135.60625,9221.225
14091,654,13,705.2376923,9168.09
13327,38,321,28.31716511,9089.81
17757,1,1257,7.218814638,9074.05
15298,2,425,21.31210588,9057.645
16709,84,302,29.84437086,9013
17068,12,996,9.0237751,8987.68
15150,17,573,15.66830716,8977.94
15939,89,161,55.64571429,8958.96
15903,9,116,77.06758621,8939.84
15867,5,1020,8.748333333,8923.3
12766,3,402,22.18654229,8918.99
12747,2,249,35.73686747,8898.48
14060,4,258,34.48930233,8898.24
13555,73,397,22.39758186,8891.84
14709,15,357,24.8832493,8883.32
16700,8,515,17.14712621,8830.77
16550,108,755,11.66564238,8807.56
14135,1,219,40.09913242,8781.71
17306,10,72,121.9070139,8777.305
15260,100,381,23.0124147,8767.73
15570,7,730,11.96779452,8736.49
16186,22,505,17.26421782,8718.43
17576,8,889,9.799718785,8711.95
12957,9,490,17.76932653,8706.97
13263,1,1905,4.554435696,8676.2
15497,17,121,71.54867769,8657.39
13756,2,343,25.20973761,8646.94
13758,11,285,30.28852632,8632.23
13069,0,1038,8.23605973,8549.03
16945,21,474,18.03409283,8548.16
15281,58,522,16.36699234,8543.57
13269,1,486,17.56650206,8537.32
13209,30,366,23.25002732,8509.51
15727,16,685,12.41364964,8503.35
13148,29,763,11.13737877,8497.82
14286,23,499,16.99350701,8479.76
18139,17,159,53.07132075,8438.34
13047,31,378,22.29769841,8428.53
13448,16,533,15.80330206,8423.16
14160,610,107,78.7053271,8421.47
15786,46,465,18.09806452,8415.6
17396,39,47,178.9276596,8409.6
15984,2,700,11.99002857,8393.02
14057,23,447,18.67261745,8346.66
17611,7,1112,7.497778777,8337.53
14676,31,133,62.63406015,8330.33
13206,400,566,14.67878092,8308.19
17686,7,429,19.33988345,8296.81
12637,67,614,13.49154723,8283.81
15998,36,1425,5.806414035,8274.14
13381,31,356,23.10216292,8224.37
15034,15,752,10.9337633,8222.19
13139,16,265,30.95464151,8202.98
16722,17,378,21.66550265,8189.56
17365,12,794,10.30792191,8184.49
13426,0,343,23.8116035,8167.38
13715,281,512,15.92390625,8153.04
14056,1,1088,7.493299632,8152.71
16672,2,114,71.35912281,8134.94
17593,3,408,19.83411765,8092.32
15955,24,342,23.64321637,8085.98
16767,30,321,25.09894081,8056.76
17426,8,427,18.8611007,8053.69
16670,16,485,16.55701031,8030.15
14525,19,526,15.25958175,8026.54
18041,11,832,9.637944712,8018.77
16000,2,9,890.1066667,8010.96
13869,123,838,9.542804296,7996.87
13174,16,938,8.509968017,7982.35
12359,57,362,21.9910221,7960.75
12380,21,277,28.64068592,7933.47
16303,25,286,27.72122378,7928.27
14291,1,494,16.00020243,7904.1
13871,22,402,19.61654229,7885.85
15270,15,168,46.88392857,7876.5
12643,128,51,154.1448039,7861.385
14159,19,1836,4.281481481,7860.8
17085,123,987,7.951033435,7847.67
15622,43,426,18.4028169,7839.6
12867,26,1050,7.456438095,7829.26
16592,4,428,18.24278037,7807.91
15544,9,531,14.70412429,7807.89
14395,2,779,10.01531451,7801.93
17409,184,104,74.93759615,7793.51
12720,2,479,16.25736952,7787.28
17730,3,314,24.75732484,7773.8
16556,66,482,16.08821577,7754.52
17739,11,149,51.88315436,7730.59
13534,2,392,19.69617347,7720.9
17696,38,365,21.0399726,7679.59
14175,59,331,23.19903323,7678.88
13141,84,424,18.05679245,7656.08
15046,9,394,19.34972081,7623.79
14145,46,25,304.002,7600.05
13373,60,358,21.19326816,7587.19
13137,10,1394,5.442568149,7586.94
13709,3,407,18.60282555,7571.35
17091,2,455,16.47417582,7495.75
15179,18,314,23.85961783,7491.92
13815,22,356,20.99926966,7475.74
16242,8,672,11.0188244,7404.65
12428,25,294,25.17904762,7402.64
14277,15,379,19.39777045,7351.755
17602,2,909,8.084059406,7348.41
17238,2,1139,6.436935909,7331.67
16253,66,297,24.44154882,7259.14
14282,3,239,30.33790795,7250.76
14092,7,373,19.38190349,7229.45
14243,8,363,19.88360882,7217.75
16729,38,656,10.98373476,7205.33
14688,7,489,14.70433538,7190.42
16745,86,355,20.22732394,7180.7
14030,18,824,8.710703883,7177.62
16570,15,241,29.77697095,7176.25
14841,53,300,23.87666667,7163
15950,31,393,18.1040458,7114.89
14113,3,122,58.13614754,7092.61
13451,26,1022,6.937436399,7090.06
14800,47,600,11.79881667,7079.29
17231,12,1201,5.882431307,7064.8
17769,12,583,12.09842196,7053.38
13183,7,156,45.10371795,7036.18
17965,37,817,8.576070991,7006.65
16532,17,6,1166.9575,7001.745
12841,4,644,10.80465839,6958.2
13552,66,207,33.56966184,6948.92
15521,40,403,17.17647643,6922.12
15301,50,345,20.02802899,6909.67
16187,31,295,23.41840678,6908.43
12749,3,338,20.36775148,6884.3
16265,9,337,20.38537092,6869.87
16170,50,440,15.60452273,6865.99
15129,50,207,33.14096618,6860.18
18231,192,383,17.89600522,6854.17
16401,1,363,18.86818182,6849.15
12613,57,326,20.91217791,6817.37
16145,8,396,17.18545455,6805.44
12417,3,369,18.42116531,6797.41
14401,4,266,25.54849624,6795.9
13993,42,261,25.96057471,6775.71
12662,0,391,17.20342711,6726.54
12712,28,256,26.26183594,6723.03
15321,70,309,21.71433657,6709.73
14844,63,277,24.19649819,6702.43
15413,691,25,267.8664,6696.66
17975,15,466,14.36980687,6696.33
13734,508,27,247.9885185,6695.69
16497,49,337,19.8672997,6695.28
13384,30,264,25.29477273,6677.82
14461,148,636,10.49828616,6676.91
16717,23,350,19.03048571,6660.67
15674,73,351,18.94717949,6650.46
17001,0,275,24.14836364,6640.8
14562,3,601,11.03515807,6632.13
13394,1,409,16.18997555,6621.7
12626,23,294,22.51863946,6620.48
17690,30,360,18.36544444,6611.56
17700,16,360,18.3025,6588.9
13831,16,182,36.18428571,6585.54
13883,10,316,20.75955696,6560.02
12836,59,411,15.96041363,6559.73
15980,88,115,56.90156522,6543.68
14855,119,207,31.49903382,6520.3
12843,65,219,29.7639726,6518.31
14221,42,347,18.78239193,6517.49
13520,58,199,32.75005025,6517.26
12823,74,18,361.1944444,6501.5
13317,66,344,18.8549157,6486.091
12779,37,269,24.06732342,6474.11
15750,2,628,10.27067038,6449.981
16940,52,629,10.21885533,6427.66
16655,17,590,10.88688136,6423.26
12656,17,247,25.94263158,6407.83
12406,22,166,38.49614458,6390.36
14388,10,393,16.25496183,6388.2
14766,8,334,19.08901198,6375.73
12356,22,142,44.87133803,6371.73
14702,1,679,9.379646539,6368.78
14227,26,377,16.89312997,6368.71
15514,12,317,20.0807571,6365.6
16938,8,824,7.717578883,6359.285
12484,32,471,13.49065817,6354.1
13590,11,406,15.60600985,6336.04
18245,7,458,13.81,6324.98
13654,43,329,19.17325228,6308
14154,239,292,21.58438356,6302.64
12913,4,92,68.29608696,6283.24
13136,56,315,19.9192381,6274.56
14004,43,241,25.9686722,6258.45
15369,492,59,105.9535593,6251.26
17799,22,904,6.910320796,6246.93
18118,10,1430,4.350363636,6221.02
18094,81,126,49.34634921,6217.64
16735,78,294,21.14765306,6217.41
12429,9,153,40.55169935,6204.41
15673,88,268,23.15044776,6204.32
13334,82,474,13.08396624,6201.8
16103,7,200,30.95855,6191.71
16156,8,261,23.70950192,6188.18
14534,2,715,8.65406993,6187.66
17873,80,168,36.74339286,6172.89
12497,81,57,108.2585965,6170.74
14390,10,459,13.39220044,6147.02
17669,42,144,42.65520833,6142.35
14852,58,309,19.84605178,6132.43
13266,11,307,19.96423453,6129.02
13230,4,1251,4.892094325,6120.01
13935,596,80,76.4615,6116.92
14560,7,200,30.57015,6114.03
13983,29,325,18.78624615,6105.53
18178,128,350,17.43065714,6100.73
14530,25,473,12.87287526,6088.87
18061,21,122,49.86729508,6083.81
17509,57,364,16.7132967,6083.64
16954,0,206,29.52368932,6081.88
17419,11,299,20.32839465,6078.19
13015,53,348,17.42431034,6063.66
17644,1,327,18.43608563,6028.6
12664,8,45,133.9377778,6027.2
13082,126,129,46.70639535,6025.125
17819,71,89,67.65224719,6021.05
13615,318,367,16.38820163,6014.47
13658,9,237,25.3428692,6006.26
16456,99,391,15.34767263,6000.94
12835,427,615,9.750943089,5996.83
15755,10,371,16.15396226,5993.12
14105,239,279,21.4653405,5988.83
17457,126,64,93.51265625,5984.81
14440,8,128,46.73460938,5982.03
17625,18,683,8.753879941,5978.9
15372,137,57,104.8600877,5977.025
14535,60,825,7.240278788,5973.23
15785,32,225,26.50626667,5963.91
14918,115,141,42.23978723,5955.81
12500,23,146,40.78910959,5955.21
14257,64,240,24.81020833,5954.45
16710,19,909,6.514136414,5921.35
15971,17,42,140.5435714,5902.83
14180,10,289,20.41643599,5900.35
12455,73,227,25.87634361,5873.93
18065,5,310,18.9246129,5866.63
14112,22,326,17.89751534,5834.59
12830,37,38,152.8517105,5808.365
12910,23,137,42.31036496,5796.52
18075,23,323,17.9049226,5783.29
17146,105,301,19.12465116,5756.52
14099,16,521,11.03821497,5750.91
12615,2,270,21.26288889,5740.98
13771,64,216,26.52231481,5728.82
13870,2,241,23.70157676,5712.08
17651,11,332,17.17927711,5703.52
17672,50,206,27.67320388,5700.68
16279,21,348,16.37436782,5698.28
16458,2,381,14.93671916,5690.89
13157,49,251,22.65880478,5687.36
12727,10,203,27.9779803,5679.53
12633,58,306,18.55607843,5678.16
17491,1,177,31.94163842,5653.67
13901,72,310,18.23654839,5653.33
16409,36,775,7.293858065,5652.74
13722,131,189,29.81698413,5635.41
16320,172,241,23.35680498,5628.99
18145,12,402,13.95457711,5609.74
16200,4,613,9.148613377,5608.1
16011,8,425,13.17884706,5601.01
15228,66,234,23.84730769,5580.27
15854,4,256,21.79015625,5578.28
17203,35,261,21.31835249,5564.09
14210,105,314,17.6960828,5556.57
15527,18,329,16.88416413,5554.89
14907,3,268,20.70044776,5547.72
14572,3,507,10.90114398,5526.88
17069,28,284,19.4268662,5517.23
14732,8,277,19.91722022,5517.07
17838,26,254,21.7188189,5516.58
17092,50,392,14.05971939,5511.41
17204,175,177,31.0999435,5504.69
14189,2,307,17.91576547,5500.14
16609,15,276,19.90384058,5493.46
13593,108,408,13.46394608,5493.29
13115,11,314,17.47028662,5485.67
13769,2,275,19.92043636,5478.12
17512,28,197,27.75543147,5467.82
12480,28,242,22.58202479,5464.85
17685,16,198,27.55025253,5454.95
16992,10,285,19.06487719,5433.49
18198,4,159,34.12301887,5425.56
12378,129,301,17.9744186,5410.3
14626,23,232,23.3099569,5407.91
17719,37,274,19.69357664,5396.04
17612,53,340,15.86723529,5394.86
13362,9,298,18.10090604,5394.07
14249,410,272,19.80680515,5387.451
13014,10,224,24.02267857,5381.08
14459,155,113,47.5729292,5375.741
16316,64,297,18.06606061,5365.62
17863,59,255,21.0214902,5360.48
15641,105,311,17.18826367,5345.55
16008,23,253,21.10328063,5339.13
15628,4,299,17.83638796,5333.08
13842,58,335,15.87862687,5319.34
16546,290,88,60.30761364,5307.07
16393,2,747,7.09206158,5297.77
17584,7,124,42.7091129,5295.93
15394,9,227,23.28986784,5286.8
16607,17,298,17.6935906,5272.69
15152,9,300,17.5461,5263.83
12362,3,267,19.71224719,5263.17
13931,95,271,19.3999262,5257.38
13975,31,737,7.132157395,5256.4
13107,44,178,29.51162921,5253.07
13953,7,25,209.8772,5246.93
15722,35,178,29.40449438,5234
17061,73,99,52.85080808,5232.23
15606,61,145,36.0757931,5230.99
16003,29,203,25.74162562,5225.55
13763,63,50,104.3488,5217.44
14930,108,278,18.76143885,5215.68
14546,5,790,6.563088608,5184.84
15796,1,293,17.65061433,5171.63
12625,211,183,28.22338798,5164.88
17157,7,141,36.53829787,5151.9
14442,204,183,28.14699454,5150.9
16153,49,226,22.71455752,5133.49
12708,29,296,17.28939189,5117.66
14713,9,676,7.567692308,5115.76
15443,1,625,8.182768,5114.23
17663,25,238,21.46978992,5109.81
12594,37,199,25.57844221,5090.11
17861,3,558,9.118799283,5088.29
15367,57,279,18.21265233,5081.33
17469,16,267,18.91853933,5051.25
15812,107,125,40.3652,5045.65
14493,7,355,14.2023662,5041.84
13634,33,446,11.28647982,5033.77
16931,5,948,5.308248945,5032.22
12483,17,138,36.42608696,5026.8
12759,52,302,16.62496689,5020.74
17084,35,281,17.79790036,5001.21
15898,1,619,8.07180937,4996.45
17346,3,923,5.412351029,4995.6
14209,10,231,21.61588745,4993.27
14639,52,292,17.05123288,4978.96
12600,28,130,38.21092308,4967.42
12562,8,207,23.99478261,4966.92
17758,19,528,9.40157197,4964.03
13198,10,314,15.80315287,4962.19
17802,82,524,9.439351145,4946.22
12700,7,268,18.43279851,4939.99
12444,21,176,28.04022727,4935.08
12347,2,222,22.16905405,4921.53
14970,68,113,43.5340708,4919.35
16919,156,614,7.996188925,4909.66
17314,24,256,19.15792969,4904.43
18144,7,84,58.24940476,4892.95
15332,366,154,31.77064935,4892.68
13021,4,257,19.01649805,4887.24
16686,47,1028,4.745194553,4878.06
15379,169,263,18.54692015,4877.84
14107,51,236,20.66652542,4877.3
17449,2,584,8.335873288,4868.15
17652,25,259,18.79428571,4867.72
14081,302,844,5.767263033,4867.57
17059,29,721,6.746976422,4864.57
17213,40,266,18.28338346,4863.38
13495,7,133,36.5662406,4863.31
13659,205,274,17.70291971,4850.6
13044,291,416,11.65396635,4848.05
13562,81,196,24.68459184,4838.18
17567,7,196,24.68408163,4838.08
12449,22,201,24.05915423,4835.89
14191,1,265,18.17984906,4817.66
15485,30,137,35.11620438,4810.92
13329,31,118,40.75228814,4808.77
15529,22,785,6.093834395,4783.66
15187,1,91,52.49648352,4777.18
13988,19,295,16.12813559,4757.8
12955,1,180,26.42866667,4757.16
17829,298,171,27.81719298,4756.74
14825,3,299,15.83638796,4735.08
17519,17,204,23.19196078,4731.16
12688,113,171,27.65865497,4729.63
12395,19,242,19.49652893,4718.16
14235,75,148,31.87831081,4717.99
13958,379,227,20.74550661,4709.23
16905,5,320,14.70865625,4706.77
15410,84,162,28.92419753,4685.72
14028,550,9,519.825,4678.425
16904,4,897,5.208862876,4672.35
13971,18,255,18.30419608,4667.57
16326,5,467,9.985417559,4663.19
15123,7,183,25.44355191,4656.17
15484,1,240,19.38375,4652.1
13902,632,63,73.70880952,4643.655
12578,21,172,26.99098837,4642.45
13124,89,283,16.40162544,4641.66
15299,67,10,463.557,4635.57
17402,4,178,26.04247191,4635.56
15581,120,684,6.773216374,4632.88
18097,7,156,29.66615385,4627.92
17400,126,469,9.857739872,4623.28
17442,36,283,16.32614841,4620.3
12782,4,227,20.3446696,4618.24
14441,0,154,29.94603896,4611.69
15245,134,148,31.15432432,4610.84
12553,8,238,19.3644958,4608.75
18257,39,276,16.66721014,4600.15
17188,11,172,26.7030814,4592.93
17508,280,231,19.82350649,4579.23
15416,64,228,20.05622807,4572.82
15365,25,218,20.90426606,4557.13
13875,53,270,16.87522222,4556.31
17082,33,170,26.79947059,4555.91
13510,1,289,15.76221453,4555.28
14032,2,230,19.767,4546.41
17613,22,306,14.85147059,4544.55
13527,33,443,10.25121896,4541.29
13571,12,673,6.741842496,4537.26
14685,576,187,24.26010695,4536.64
12598,9,206,22.01014563,4534.09
16255,16,508,8.917322835,4530
15271,7,570,7.944807018,4528.54
14290,11,151,29.8910596,4513.55
15764,88,249,18.08465863,4503.08
14625,196,266,16.90932331,4497.88
17596,23,486,9.241687243,4491.46
15122,114,227,19.76770925,4487.27
18064,133,64,70.02859375,4481.83
14701,10,595,7.531243697,4481.09
12916,138,172,26.04494186,4479.73
12627,10,230,19.47186957,4478.53
13491,51,261,17.11747126,4467.66
18069,26,970,4.603010309,4464.92
16912,28,172,25.93319767,4460.51
15240,44,224,19.910625,4459.98
17220,24,672,6.632901786,4457.31
14341,45,265,16.80007547,4452.02
17754,0,223,19.9606278,4451.22
13435,5,149,29.84785235,4447.33
14648,416,431,10.30206497,4440.19
18093,93,61,72.69401639,4434.335
15845,17,174,25.4383908,4426.28
17138,275,256,17.25496094,4417.27
16563,53,89,49.57932584,4412.56
14211,53,240,18.342875,4402.29
16626,0,179,24.58692737,4401.06
15203,25,343,12.82851312,4400.18
18272,2,226,19.40699115,4385.98
17050,96,349,12.56561605,4385.4
12757,15,364,12.04123626,4383.01
13851,95,140,31.29775,4381.685
14514,61,319,13.73053292,4380.04
16143,3,223,19.63659193,4378.96
16118,652,41,106.7378049,4376.25
13297,7,123,35.51723577,4368.62
12752,81,53,82.39207547,4366.78
12917,128,50,87.184,4359.2
12536,43,261,16.68042146,4353.59
12523,19,249,17.47931727,4352.35
16283,5,582,7.474776632,4350.32
17372,40,648,6.708811728,4347.31
12408,32,159,27.30044025,4340.77
12432,42,108,40.18648148,4340.14
15633,509,176,24.63613636,4335.96
13505,72,215,20.16506977,4335.49
14334,16,258,16.73829457,4318.48
17191,28,497,8.672716298,4310.34
14482,18,244,17.6504918,4306.72
12928,35,179,24.0496648,4304.89
17937,8,43,100.0283721,4301.22
14854,78,214,20.07962617,4297.04
13880,21,223,19.25497758,4293.86
16858,368,126,34.0681746,4292.59
16125,367,287,14.95592334,4292.35
18230,9,140,30.65042857,4291.06
12370,51,201,21.33840796,4289.02
14307,88,262,16.36610687,4287.92
16293,21,225,19.01866667,4279.2
16081,56,368,11.6276087,4278.96
13523,33,201,21.2858209,4278.45
14466,29,206,20.71432039,4267.15
14239,43,210,20.30080952,4263.17
16571,26,255,16.66172549,4248.74
12935,2,254,16.70811024,4243.86
15861,12,788,5.38215736,4241.14
17728,3,244,17.37196721,4238.76
16712,9,521,8.124510557,4232.87
16875,67,230,18.39791304,4231.52
13911,57,238,17.77907563,4231.42
14001,45,103,41.05679612,4228.85
